,year_film,year_ceremony,ceremony,category,name,film,winner,Number of wins
3709,1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,True,2
3711,1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,False,0
3724,1980,1981,53,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife",The Elephant Man,False,0
3730,1980,1981,53,COSTUME DESIGN,Patricia Norris,The Elephant Man,False,0
3732,1980,1981,53,COSTUME DESIGN,Jean-Pierre Dorleac,Somewhere in Time,False,0
3734,1980,1981,53,DIRECTING,David Lynch,The Elephant Man,False,0
3747,1980,1981,53,FILM EDITING,Anne V. Coates,The Elephant Man,False,0
3755,1980,1981,53,MUSIC (Original Score),John Morris,The Elephant Man,False,0
3759,1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,False,0
3768,1980,1981,53,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",The Elephant Man,False,0
3838,1982,1983,55,ACTOR IN A LEADING ROLE,Ben Kingsley,Gandhi,True,8
3852,1982,1983,55,ART DIRECTION,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",Blade Runner,False,0
3854,1982,1983,55,CINEMATOGRAPHY,Jost Vacano,Das Boot,False,0
3858,1982,1983,55,DIRECTING,Wolfgang Petersen,Das Boot,False,0
3870,1982,1983,55,FILM EDITING,Hannes Nikel,Das Boot,False,0
3892,1982,1983,55,SOUND,"Milan Bor, Trevor Pyke, Mike Le-Mare",Das Boot,False,0
3894,1982,1983,55,SOUND EFFECTS EDITING,Mike Le-Mare,Das Boot,False,0
3896,1982,1983,55,VISUAL EFFECTS,"Douglas Trumbull, Richard Yuricich, David Dryer",Blade Runner,False,0
3898,1982,1983,55,WRITING (Screenplay Based on Material from Another Medium),Wolfgang Petersen,Das Boot,False,0
3906,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Charles Durning,To Be or Not to Be,False,0
3908,1983,1984,56,ACTOR IN A SUPPORTING ROLE,Sam Shepard,The Right Stuff,False,4
3966,1984,1985,57,ACTOR IN A LEADING ROLE,F. Murray Abraham,Amadeus,True,8
3969,1984,1985,57,ACTOR IN A LEADING ROLE,Sam Waterston,The Killing Fields,False,3
4019,1984,1985,57,SHORT FILM (Animated),"Jon Minnis, Producer",Charade,True,1
4024,1984,1985,57,SHORT FILM (Live Action),"Mike Hoover, Producer",Up,True,1
4025,1984,1985,57,SOUND,"Bill Varney, Steve Maslow, Kevin O'Connell, Nelson Stoll",Dune,False,0
4035,1985,1986,58,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,False,2
4052,1985,1986,58,ART DIRECTION,Art Direction:  Norman Garwood;  Set Decoration:  Maggie Gray,Brazil,False,0
4054,1985,1986,58,ART DIRECTION,"Art Direction:  Yoshiro Muraki, Shinobu Muraki",Ran,False,1
4083,1985,1986,58,MUSIC (Original Song),Music by Chris Hayes and Johnny Colla; Lyric by Huey Lewis,Back to the Future,False,1
4101,1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Terry Gilliam, Tom Stoppard, Charles McKeown",Brazil,False,0
4108,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Tom Berenger,Platoon,False,4
4110,1986,1987,59,ACTOR IN A SUPPORTING ROLE,Denholm Elliott,A Room with a View,False,3
4115,1986,1987,59,ACTRESS IN A LEADING ROLE,Sigourney Weaver,Aliens,False,2
4123,1986,1987,59,DIRECTING,David Lynch,Blue Velvet,False,0
4161,1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),"Raynold Gideon, Bruce A. Evans",Stand by Me,False,0
4171,1987,1988,60,ACTOR IN A SUPPORTING ROLE,Sean Connery,The Untouchables,True,1
4185,1987,1988,60,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,True,9
4196,1987,1988,60,DIRECTING,Lasse Hallström,My Life as a Dog,False,0
4225,1987,1988,60,MUSIC (Original Song),Music and Lyric by Willy DeVille,The Princess Bride,False,0
4242,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Stanley Kubrick, Michael Herr, Gustav Hasford",Full Metal Jacket,False,0
4243,1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund",My Life as a Dog,False,0
4250,1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True,4
4254,1988,1989,61,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,True,1
4258,1988,1989,61,ACTRESS IN A LEADING ROLE,Glenn Close,Dangerous Liaisons,False,3
4268,1988,1989,61,CINEMATOGRAPHY,Sven Nykvist,The Unbearable Lightness of Being,False,0
4284,1988,1989,61,FILM EDITING,"Frank J. Urioste, John F. Link",Die Hard,False,0
4304,1988,1989,61,SOUND,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",Die Hard,False,0
4306,1988,1989,61,SOUND EFFECTS EDITING,"Stephen H. Flick, Richard Shorr",Die Hard,False,0
4308,1988,1989,61,VISUAL EFFECTS,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",Die Hard,False,0
4312,1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Jean-Claude Carrière, Philip Kaufman",The Unbearable Lightness of Being,False,0
4316,1989,1990,62,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False,1
4318,1989,1990,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True,2
4320,1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False,1
4323,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,False,0
4324,1989,1990,62,ACTOR IN A SUPPORTING ROLE,Denzel Washington,Glory,True,3
4341,1989,1990,62,DIRECTING,Woody Allen,Crimes and Misdemeanors,False,0
4353,1989,1990,62,FOREIGN LANGUAGE FILM,Italy,Cinema Paradiso,True,1
4360,1989,1990,62,MUSIC (Original Score),James Horner,Field of Dreams,False,0
4361,1989,1990,62,MUSIC (Original Score),John Williams,Indiana Jones and the Last Crusade,False,1
4366,1989,1990,62,BEST PICTURE,"Lawrence Gordon and Charles Gordon, Producers",Field of Dreams,False,0
4379,1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),Phil Alden Robinson,Field of Dreams,False,0
4380,1989,1990,62,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Crimes and Misdemeanors,False,0
4383,1989,1990,62,WRITING (Screenplay Written Directly for the Screen),Nora Ephron,When Harry Met Sally...,False,0
4385,1990,1991,63,ACTOR IN A LEADING ROLE,Robert De Niro,Awakenings,False,0
4386,1990,1991,63,ACTOR IN A LEADING ROLE,Gerard Depardieu,Cyrano de Bergerac,False,1
4402,1990,1991,63,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,Hamlet,False,0
4407,1990,1991,63,COSTUME DESIGN,Maurizio Millenotti,Hamlet,False,0
4421,1990,1991,63,FILM EDITING,"Dennis Virkler, John Wright",The Hunt for Red October,False,1
4434,1990,1991,63,BEST PICTURE,"Walter F. Parkes and Lawrence Lasker, Producers",Awakenings,False,0
4437,1990,1991,63,SHORT FILM (Animated),Nick Park,A Grand Day Out,False,0
4447,1990,1991,63,WRITING (Screenplay Based on Material from Another Medium),Steven Zaillian,Awakenings,False,0
4455,1991,1992,64,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,True,5
4458,1991,1992,64,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,JFK,False,2
4467,1991,1992,64,ACTRESS IN A SUPPORTING ROLE,Jessica Tandy,Fried Green Tomatoes,False,0
4472,1991,1992,64,CINEMATOGRAPHY,Adam Greenberg,Terminator 2: Judgment Day,False,4
4493,1991,1992,64,FOREIGN LANGUAGE FILM,Hong Kong,Raise the Red Lantern,False,0
4496,1991,1992,64,MUSIC (Original Score),Alan Menken,Beauty and the Beast,True,2
4513,1991,1992,64,WRITING (Screenplay Based on Material Previously Produced or Published),"Fannie Flagg, Carol Sobieski",Fried Green Tomatoes,False,0
4518,1992,1993,65,ACTOR IN A LEADING ROLE,Clint Eastwood,Unforgiven,False,4
4522,1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,A Few Good Men,False,0
4543,1992,1993,65,DIRECTING,Robert Altman,The Player,False,0
4555,1992,1993,65,FILM EDITING,Robert Leighton,A Few Good Men,False,0
4556,1992,1993,65,FILM EDITING,Geraldine Peroni,The Player,False,0
4563,1992,1993,65,MUSIC (Original Score),Alan Menken,Aladdin,True,2
4569,1992,1993,65,BEST PICTURE,"David Brown, Rob Reiner and Andrew Scheinman, Producers",A Few Good Men,False,0
4575,1992,1993,65,SHORT FILM (Live Action),"Jonathan Darby, Jana Sue Memel",Contact,False,0
4580,1992,1993,65,SOUND,"Kevin O'Connell, Rick Kline, Bob Eber",A Few Good Men,False,0
4588,1992,1993,65,WRITING (Screenplay Based on Material Previously Produced or Published),Michael Tolkin,The Player,False,0
4592,1993,1994,66,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,In the Name of the Father,False,0
4595,1993,1994,66,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Remains of the Day,False,0
4596,1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,False,7
4597,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,False,0
4598,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,True,1
4600,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,In the Name of the Father,False,0
4604,1993,1994,66,ACTRESS IN A LEADING ROLE,Emma Thompson,The Remains of the Day,False,0
4605,1993,1994,66,ACTRESS IN A LEADING ROLE,Debra Winger,Shadowlands,False,0
4609,1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Emma Thompson,In the Name of the Father,False,0
4612,1993,1994,66,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,The Remains of the Day,False,0
4613,1993,1994,66,CINEMATOGRAPHY,Gu Changwei,Farewell My Concubine,False,0
4614,1993,1994,66,CINEMATOGRAPHY,Conrad L. Hall,Searching for Bobby Fischer,False,0
4616,1993,1994,66,COSTUME DESIGN,"Jenny Beavan, John Bright",The Remains of the Day,False,0
4617,1993,1994,66,DIRECTING,Jim Sheridan,In the Name of the Father,False,0
4618,1993,1994,66,DIRECTING,James Ivory,The Remains of the Day,False,0
4619,1993,1994,66,DIRECTING,Robert Altman,Short Cuts,False,0
4629,1993,1994,66,FILM EDITING,Gerry Hambling,In the Name of the Father,False,0
4631,1993,1994,66,FOREIGN LANGUAGE FILM,Hong Kong,Farewell My Concubine,False,0
4637,1993,1994,66,MUSIC (Original Score),Richard Robbins,The Remains of the Day,False,0
4641,1993,1994,66,BEST PICTURE,"Jim Sheridan, Producer",In the Name of the Father,False,0
4642,1993,1994,66,BEST PICTURE,"Mike Nichols, John Calley and Ismail Merchant, Producers",The Remains of the Day,False,0
4647,1993,1994,66,SHORT FILM (Animated),Nick Park,The Wrong Trousers,True,1
4655,1993,1994,66,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,True,3
4659,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),"Terry George, Jim Sheridan",In the Name of the Father,False,0
4660,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Ruth Prawer Jhabvala,The Remains of the Day,False,0
4661,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),William Nicholson,Shadowlands,False,0
4665,1994,1995,67,ACTOR IN A LEADING ROLE,Morgan Freeman,The Shawshank Redemption,False,0
4666,1994,1995,67,ACTOR IN A LEADING ROLE,Tom Hanks,Forrest Gump,True,6
4669,1994,1995,67,ACTOR IN A LEADING ROLE,John Travolta,Pulp Fiction,False,1
4670,1994,1995,67,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,True,2
4676,1994,1995,67,ACTRESS IN A LEADING ROLE,Winona Ryder,Little Women,False,0
4682,1994,1995,67,CINEMATOGRAPHY,Roger Deakins,The Shawshank Redemption,False,0
4684,1994,1995,67,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",True,1
4685,1994,1995,67,COSTUME DESIGN,Colleen Atwood,Little Women,False,0
4701,1994,1995,67,FILM EDITING,Richard Francis-Bruce,The Shawshank Redemption,False,0
4710,1994,1995,67,MUSIC (Original Score),Hans Zimmer,The Lion King,True,2
4711,1994,1995,67,MUSIC (Original Score),Thomas Newman,Little Women,False,0
4712,1994,1995,67,MUSIC (Original Score),Thomas Newman,The Shawshank Redemption,False,0
4717,1994,1995,67,BEST PICTURE,"Niki Marvin, Producer",The Shawshank Redemption,False,0
4729,1994,1995,67,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton",The Shawshank Redemption,False,0
4735,1994,1995,67,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Shawshank Redemption,False,0
4737,1994,1995,67,WRITING (Screenplay Written Directly for the Screen),"Frances Walsh, Peter Jackson",Heavenly Creatures,False,0
4739,1995,1996,68,ACTOR IN A LEADING ROLE,Nicolas Cage,Leaving Las Vegas,True,1
4740,1995,1996,68,ACTOR IN A LEADING ROLE,Richard Dreyfuss,Mr. Holland's Opus,False,0
4742,1995,1996,68,ACTOR IN A LEADING ROLE,Sean Penn,Dead Man Walking,False,1
4744,1995,1996,68,ACTOR IN A SUPPORTING ROLE,James Cromwell,Babe,False,1
4745,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Ed Harris,Apollo 13,False,2
4746,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Brad Pitt,12 Monkeys,False,0
4748,1995,1996,68,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,The Usual Suspects,True,2
4749,1995,1996,68,ACTRESS IN A LEADING ROLE,Sharon Stone,Casino,False,0
4751,1995,1996,68,ACTRESS IN A LEADING ROLE,Emma Thompson,Sense and Sensibility,False,1
4759,1995,1996,68,CINEMATOGRAPHY,John Toll,Braveheart,True,5
4763,1995,1996,68,COSTUME DESIGN,Julie Weiss,12 Monkeys,False,0
4786,1995,1996,68,MUSIC (Original Musical or Comedy Score),John Williams,Sabrina,False,0
4787,1995,1996,68,MUSIC (Original Musical or Comedy Score),Randy Newman,Toy Story,False,0
4790,1995,1996,68,MUSIC (Original Song),Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,Sabrina,False,0
4791,1995,1996,68,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story,False,0
4793,1995,1996,68,SHORT FILM (Animated),Nick Park,A Close Shave,True,1
4808,1995,1996,68,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow;  Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft",Toy Story,False,0
4809,1996,1997,69,ACTOR IN A LEADING ROLE,Tom Cruise,Jerry Maguire,False,1
4810,1996,1997,69,ACTOR IN A LEADING ROLE,Ralph Fiennes,The English Patient,False,9
4811,1996,1997,69,ACTOR IN A LEADING ROLE,Woody Harrelson,The People vs. Larry Flynt,False,0
4812,1996,1997,69,ACTOR IN A LEADING ROLE,Geoffrey Rush,Shine,True,1
4813,1996,1997,69,ACTOR IN A LEADING ROLE,Billy Bob Thornton,Sling Blade,False,1
4814,1996,1997,69,ACTOR IN A SUPPORTING ROLE,William H. Macy,Fargo,False,2
4817,1996,1997,69,ACTRESS IN A LEADING ROLE,Brenda Blethyn,Secrets & Lies,False,0
4819,1996,1997,69,ACTRESS IN A LEADING ROLE,Emily Watson,Breaking the Waves,False,0
4823,1996,1997,69,ACTRESS IN A SUPPORTING ROLE,Marianne Jean-Baptiste,Secrets & Lies,False,0
4826,1996,1997,69,ART DIRECTION,Tim Harvey,Hamlet,False,0
4831,1996,1997,69,COSTUME DESIGN,Ruth Myers,Emma,False,1
4832,1996,1997,69,COSTUME DESIGN,Alex Byrne,Hamlet,False,0
4834,1996,1997,69,DIRECTING,Milos Forman,The People vs. Larry Flynt,False,0
4835,1996,1997,69,DIRECTING,Mike Leigh,Secrets & Lies,False,0
4853,1996,1997,69,MAKEUP,"Michael Westmore, Scott Wheeler, Jake Garber",Star Trek: First Contact,False,0
4854,1996,1997,69,MUSIC (Original Dramatic Score),Patrick Doyle,Hamlet,False,0
4856,1996,1997,69,MUSIC (Original Dramatic Score),John Williams,Sleepers,False,0
4858,1996,1997,69,MUSIC (Original Musical or Comedy Score),Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,The Hunchback of Notre Dame,False,0
4864,1996,1997,69,MUSIC (Original Song),Music and Lyric by Adam Schlesinger,That Thing You Do!,False,0
4865,1996,1997,69,BEST PICTURE,"Simon Channing-Williams, Producer",Secrets & Lies,False,0
4875,1996,1997,69,SOUND,"Chris Carpenter, Bill W. Benton, Bob Beemer, Jeff Wexler",Independence Day,False,1
4876,1996,1997,69,SOUND,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",The Rock,False,0
4880,1996,1997,69,SOUND EFFECTS EDITING,Bruce Stambler,The Ghost and the Darkness,True,1
4884,1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),Kenneth Branagh,Hamlet,False,0
4885,1996,1997,69,WRITING (Screenplay Based on Material Previously Produced or Published),John Hodge,Trainspotting,False,0
4886,1996,1997,69,WRITING (Screenplay Written Directly for the Screen),John Sayles,Lone Star,False,0
4887,1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Mike Leigh,Secrets & Lies,False,0
4888,1997,1998,70,ACTOR IN A LEADING ROLE,Matt Damon,Good Will Hunting,False,2
4892,1997,1998,70,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,True,2
4899,1997,1998,70,ACTRESS IN A LEADING ROLE,Kate Winslet,Titanic,False,11
4900,1997,1998,70,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,L.A. Confidential,True,2
4903,1997,1998,70,ART DIRECTION,Art Direction:  Jan Roelfs;  Set Decoration:  Nancy Nye,Gattaca,False,0
4905,1997,1998,70,ART DIRECTION,Art Direction:  Bo Welch;  Set Decoration:  Cheryl Carasik,Men in Black,False,1
4913,1997,1998,70,DIRECTING,Peter Cattaneo,The Full Monty,False,1
4914,1997,1998,70,DIRECTING,Atom Egoyan,The Sweet Hereafter,False,0
4951,1997,1998,70,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",Contact,False,0
4952,1997,1998,70,SOUND EFFECTS EDITING,"Mark P. Stoeckinger, Per Hallberg",Face/Off,False,0
4953,1997,1998,70,SOUND EFFECTS EDITING,Mark Mangini,The Fifth Element,False,0
4956,1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Paul Attanasio,Donnie Brasco,False,0
4957,1997,1998,70,WRITING (Screenplay Based on Material Previously Produced or Published),Atom Egoyan,The Sweet Hereafter,False,0
4962,1998,1999,71,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,True,3
4963,1998,1999,71,ACTOR IN A LEADING ROLE,Tom Hanks,Saving Private Ryan,False,5
4964,1998,1999,71,ACTOR IN A LEADING ROLE,Ian McKellen,Gods and Monsters,False,1
4966,1998,1999,71,ACTOR IN A LEADING ROLE,Edward Norton,American History X,False,0
4968,1998,1999,71,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Truman Show,False,0
4969,1998,1999,71,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,Shakespeare in Love,False,7
4970,1998,1999,71,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,False,0
4971,1998,1999,71,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth,False,1
4972,1998,1999,71,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,Central Station,False,0
4978,1998,1999,71,ART DIRECTION,Art Direction:  Jeannine Oppewall;  Set Decoration:  Jay Hart,Pleasantville,False,0
4983,1998,1999,71,COSTUME DESIGN,Judianna Makovsky,Pleasantville,False,0
4986,1998,1999,71,DIRECTING,Peter Weir,The Truman Show,False,0
4995,1998,1999,71,FILM EDITING,Anne V. Coates,Out of Sight,False,0
4997,1998,1999,71,FOREIGN LANGUAGE FILM,Brazil,Central Station,False,0
4998,1998,1999,71,FOREIGN LANGUAGE FILM,Iran,Children of Heaven,False,0
5001,1998,1999,71,MUSIC (Original Dramatic Score),Randy Newman,Pleasantville,False,0
5003,1998,1999,71,MUSIC (Original Musical or Comedy Score),Randy Newman,A Bug's Life,False,0
5029,1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott Frank,Out of Sight,False,0
5031,1998,1999,71,WRITING (Screenplay Based on Material Previously Produced or Published),Scott B. Smith,A Simple Plan,False,0
5034,1998,1999,71,WRITING (Screenplay Written Directly for the Screen),Andrew Niccol,The Truman Show,False,0
5035,1999,2000,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,False,0
5036,1999,2000,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,False,0
5038,1999,2000,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,True,5
5041,1999,2000,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,False,0
5042,1999,2000,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,False,0
5044,1999,2000,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,False,0
5048,1999,2000,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,True,1
5049,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,False,0
5051,1999,2000,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,False,0
5058,1999,2000,72,CINEMATOGRAPHY,Dante Spinotti,The Insider,False,0
5063,1999,2000,72,DIRECTING,Spike Jonze,Being John Malkovich,False,0
5064,1999,2000,72,DIRECTING,Michael Mann,The Insider,False,0
5065,1999,2000,72,DIRECTING,M. Night Shyamalan,The Sixth Sense,False,0
5074,1999,2000,72,FILM EDITING,"William Goldenberg, Paul Rubell, David Rosenbloom",The Insider,False,0
5075,1999,2000,72,FILM EDITING,Zach Staenberg,The Matrix,True,4
5076,1999,2000,72,FILM EDITING,Andrew Mondshein,The Sixth Sense,False,0
5086,1999,2000,72,MUSIC (Original Score),John Corigliano,The Red Violin,True,1
5088,1999,2000,72,MUSIC (Original Song),Music and Lyric by Trey Parker and Marc Shaiman,"South Park: Bigger, Longer & Uncut",False,0
5090,1999,2000,72,MUSIC (Original Song),Music and Lyric by Aimee Mann,Magnolia,False,0
5091,1999,2000,72,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 2,False,0
5093,1999,2000,72,BEST PICTURE,"David Valdes and Frank Darabont, Producers",The Green Mile,False,0
5094,1999,2000,72,BEST PICTURE,"Michael Mann and Pieter Jan Brugge, Producers",The Insider,False,0
5095,1999,2000,72,BEST PICTURE,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",The Sixth Sense,False,0
5106,1999,2000,72,SOUND,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",The Green Mile,False,0
5107,1999,2000,72,SOUND,"Andy Nelson, Doug Hemphill, Lee Orloff",The Insider,False,0
5110,1999,2000,72,SOUND EFFECTS EDITING,"Ren Klyce, Richard Hymns",Fight Club,False,0
5114,1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Alexander Payne, Jim Taylor",Election,False,0
5115,1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),Frank Darabont,The Green Mile,False,0
5116,1999,2000,72,WRITING (Screenplay Based on Material Previously Produced or Published),"Eric Roth, Michael Mann",The Insider,False,0
5118,1999,2000,72,WRITING (Screenplay Written Directly for the Screen),Charlie Kaufman,Being John Malkovich,False,0
